w,l,wl,srs_adj,sos_adj,pts_for,pts_vs,pts_total,ap_pre_adj,ap_high_adj,ap_final_adj,pts_diff_adj,ncaa_adj
32,5,0.865,56.53,22.33,76.6,63.9,140.5,0.633,0.833,0.833,39.4,0.625
31,5,0.861,57.06,23.05,77.4,64.4,141.8,0.867,1,0.9,39.7,0.625
26,9,0.743,55.52,21.37,85.5,72.5,158,0,0.733,0.667,39.7,0.625
34,3,0.919,56.97,22.46,74.1,61,135.1,0.867,1,0.967,39.8,0.625
32,4,0.889,58.32,23.77,77.3,64.1,141.4,0.467,1,1,39.9,0.625
32,5,0.865,54.93,21.58,78.3,65.1,143.4,0,0.833,0.833,39.9,0.625
28,7,0.8,50.88,16.65,78.4,65.1,143.5,0,0,0,40,0.625
28,9,0.757,58.56,23.53,79,65.4,144.4,0,0.767,0.733,40.3,0.625
33,5,0.868,59.72,25.66,81.3,67.6,148.9,0.9,1,1,40.4,0.625
31,7,0.816,55.41,21.16,81.5,67.7,149.2,0,0.733,0.733,40.5,0.625
32,6,0.842,57.19,21.51,81.3,67.1,148.4,1,1,0.9,40.9,0.625
33,5,0.868,59.21,23.48,72.9,58.6,131.5,0.833,1,0.9,41,0.625
35,3,0.921,56.98,21.26,79.3,64.9,144.2,0.9,1,0.967,41.1,0.625
28,5,0.848,57.96,22.13,79.6,65.2,144.8,0.333,0.933,0.8,41.1,0.625
28,4,0.875,59.27,23.39,85.2,70.7,155.9,1,1,0.967,41.2,0.625
29,8,0.784,58.48,24.27,83.3,68.8,152.1,0.867,0.9,0.9,41.2,0.625
33,4,0.892,54.66,18.68,80,65.5,145.5,0.633,0.933,0.9,41.2,0.625
30,4,0.882,57.07,21.01,81.8,67.1,148.9,0.933,1,0.967,41.4,0.625
29,7,0.806,49.78,16.1,77.9,63.2,141.1,0,0.267,0.267,41.4,0.625
27,7,0.794,55.86,21.03,77.1,62.3,139.4,0.3,0.767,0.567,41.5,0.625
30,7,0.811,57.74,21.43,75.2,60.3,135.5,0.967,0.967,0.733,41.6,0.625
30,2,0.938,55.88,19.41,77.4,62.3,139.7,0.467,1,0.867,41.8,0.625
29,5,0.853,57.24,21.68,80.6,65.3,145.9,0.967,1,0.9,42,0.625
33,4,0.892,55.57,18.35,78.9,63.1,142,0.567,0.867,0.867,42.5,0.625
30,5,0.857,60.43,22.82,90.8,74.6,165.4,1,1,0.9,42.9,0.625
35,3,0.921,59.95,22.06,81.2,64.7,145.9,0.8,1,0.967,43.2,0.625
33,5,0.868,58.47,21.3,78.4,61.7,140.1,0.933,0.967,0.967,43.4,0.625
34,4,0.895,60.18,21.85,76.6,59.7,136.3,0.967,0.967,0.867,43.6,0.625
29,8,0.784,59.71,21.27,71.4,54.4,125.8,0.7,0.967,0.567,43.7,0.625
35,3,0.921,56.97,19.56,78.7,61.7,140.4,0.6,0.967,0.8,43.7,0.625
31,7,0.816,62.26,23.74,85.7,68.6,154.3,0.967,1,0.9,43.8,0.625
32,5,0.865,55.79,16.86,80.4,62.9,143.3,0,0.633,0.433,44.2,0.625
31,3,0.912,61.61,24.3,83.2,65.5,148.7,0.9,1,0.967,44.4,0.625
32,4,0.889,65.41,23.77,85.6,64.1,149.7,0.933,1,0.933,48.2,0.625
21,12,0.636,48.27,24.98,76.8,74.9,151.7,0,0,0,28.6,0.516
20,10,0.667,46.17,22.76,78.6,76.6,155.2,0,0,0,28.7,0.516
21,12,0.636,48.99,25.21,75,72.7,147.7,0.867,0.933,0,29,0.516
24,9,0.727,48.9,25.45,83.1,80.4,163.5,0.833,0.833,0.4,29.4,0.516
18,12,0.6,48.18,23.9,76.3,73.5,149.8,0.5,0.6,0,29.5,0.516
21,13,0.618,49.07,24.86,68.5,65.7,134.2,0.5,0.767,0,29.5,0.516
21,14,0.6,47.73,23.24,72.3,69.2,141.5,0,0,0,29.8,0.516
23,13,0.639,45.44,20.66,70.6,67.3,137.9,0.567,0.767,0,30,0.516
22,13,0.629,46.85,22.13,72.8,69.5,142.3,0,0.467,0,30,0.516
20,13,0.606,47.52,22.53,77.6,74,151.6,0.5,0.5,0,30.3,0.516
22,14,0.611,47.92,22.71,71.9,68.1,140,0,0.3,0,30.5,0.516
26,9,0.743,47.71,22.42,70.9,67,137.9,0,0.533,0.333,30.6,0.516
20,10,0.667,51.21,25.87,73.9,70,143.9,0,0.633,0.333,30.6,0.516
22,13,0.629,49.25,23.84,67.8,63.8,131.6,0.467,0.467,0,30.7,0.516
24,12,0.667,52.81,27.15,80.2,76,156.2,0,0.6,0.6,30.9,0.516
22,14,0.611,49.96,24.16,70.1,65.8,135.9,0,0,0,31,0.516
23,13,0.639,49.27,23.44,72.7,68.3,141,0,0,0,31.1,0.516
24,10,0.706,52.78,26.93,82.1,77.7,159.8,0,0.9,0.8,31.1,0.516
22,12,0.647,50.16,24.42,78.1,73.2,151.3,0.267,0.267,0,31.6,0.516
